contractor_name_type,document_display_id,document_id,document_type,document_version,effective_date,note,retirement_date,title,updated_on,updated_on_sort,url
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36544,36544,LCD,21,08/21/2025,Retired,01/22/2026,MolDX: HLA-DQB1*06:02 Testing for Narcolepsy,01/22/2026,20260122010409,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36544&ver=21
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37072,37072,LCD,25,06/30/2022,Retired,01/22/2026,MolDX: DecisionDx-UM (Uveal Melanoma),01/22/2026,20260122010408,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37072&ver=25
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37311,37311,LCD,21,07/11/2021,Retired,01/22/2026,MolDX: EndoPredict® Breast Cancer Gene Expression Test,01/22/2026,20260122010408,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37311&ver=21
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37748,37748,LCD,31,06/26/2025,Retired,01/22/2026,MolDX: Melanoma Risk Stratification Molecular Testing,01/22/2026,20260122010407,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37748&ver=31
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37824,37824,LCD,19,07/03/2025,Retired,01/22/2026,MolDX: Breast Cancer Index® (BCI) Gene Expression Test,01/22/2026,20260122010406,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37824&ver=19
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37891,37891,LCD,24,06/29/2023,Retired,01/22/2026,"MolDX: Envisia™, Veracyte™, Idiopathic Pulmonary Fibrosis Diagnostic Test",01/22/2026,20260122010405,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37891&ver=24
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38333,38333,LCD,20,11/07/2024,Retired,01/22/2026,MolDX: Blood Product Molecular Antigen Typing,01/22/2026,20260122010404,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38333&ver=20
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37899,37899,LCD,14,10/14/2021,Retired,01/22/2026,"MolDX: Inivata™, InvisionFirst®, Liquid Biopsy for Patients with Lung Cancer",01/22/2026,20260122010404,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37899&ver=14
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39007,39007,LCD,10,07/03/2025,Retired,01/22/2026,MolDX: Molecular Biomarkers to Risk-Stratify Patients at Increased Risk for Prostate Cancer,01/22/2026,20260122010403,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39007&ver=10
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39264,39264,LCD,8,03/13/2025,Retired,01/22/2026,"MolDX: Molecular Testing for Detection of Upper Gastrointestinal Metaplasia, Dysplasia, and Neoplasia",01/22/2026,20260122010403,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39264&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39375,39375,LCD,4,08/06/2023,Retired,01/22/2026,MolDX: Molecular Assays for the Diagnosis of Cutaneous Melanoma,01/22/2026,20260122010402,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39375&ver=4
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39469,39469,LCD,9,08/07/2025,Retired,01/22/2026,MolDX: Molecular Biomarker Testing to Guide Targeted Therapy Selection in Rheumatoid Arthritis,01/22/2026,20260122010402,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39469&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39688,39688,LCD,4,09/22/2024,Retired,01/22/2026,MolDX: Gene Expression Profile Tests for Decision-Making in Castration Resistant and Metastatic Prostate Cancers,01/22/2026,20260122010401,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39688&ver=4
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39594,39594,LCD,6,08/18/2024,Retired,01/22/2026,MolDX: Molecular Biomarker Testing for Risk Stratification of Cutaneous Squamous Cell Carcinoma,01/22/2026,20260122010401,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39594&ver=6
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39680,39680,LCD,5,09/22/2024,Retired,01/22/2026,MolDX: Molecular Biomarkers for Risk Stratification of Indeterminate Pulmonary Nodules Following Bronchoscopy,01/22/2026,20260122010401,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39680&ver=5
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39946,39946,LCD,8,08/17/2025,Retired,01/22/2026,MolDX: Genetic Testing for Heritable Thoracic Aortic Disease,01/22/2026,20260122010359,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39946&ver=8
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L36690,36690,LCD,38,01/29/2026,,N/A,"Wound Application of Cellular and/or Tissue Based Products (CTPs), Lower Extremities",01/21/2026,20260121082114,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36690&ver=38
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L39857,39857,LCD,7,02/22/2026,,N/A,Botulinum Toxin Injections,01/21/2026,20260121082014,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39857&ver=7
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39836,39836,LCD,8,02/22/2026,,N/A,Botulinum Toxin Injections,01/20/2026,20260120081144,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39836&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37750,37750,LCD,32,01/22/2026,,N/A,MolDX: Melanoma Risk Stratification Molecular Testing,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37750&ver=32
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36188,36188,LCD,26,01/22/2026,,N/A,MolDX: MGMT Promoter Methylation Analysis,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36188&ver=26
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39373,39373,LCD,6,01/22/2026,,N/A,MolDX: Molecular Assays for the Diagnosis of Cutaneous Melanoma,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39373&ver=6
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39589,39589,LCD,4,01/22/2026,,N/A,MolDX: Molecular Biomarker Testing for Risk Stratification of Cutaneous Squamous Cell Carcinoma,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39589&ver=4
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39467,39467,LCD,9,01/22/2026,,N/A,MolDX: Molecular Biomarker Testing to Guide Targeted Therapy Selection in Rheumatoid Arthritis,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39467&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39678,39678,LCD,5,01/22/2026,,N/A,MolDX: Molecular Biomarkers for Risk Stratification of Indeterminate Pulmonary Nodules Following Bronchoscopy,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39678&ver=5
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39005,39005,LCD,9,01/22/2026,,N/A,MolDX: Molecular Biomarkers to Risk-Stratify Patients at Increased Risk for Prostate Cancer,01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39005&ver=9
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39262,39262,LCD,8,01/22/2026,,N/A,"MolDX: Molecular Testing for Detection of Upper Gastrointestinal Metaplasia, Dysplasia, and Neoplasia",01/12/2026,20260112083900,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39262&ver=8
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L38331,38331,LCD,25,01/22/2026,,N/A,MolDX: Blood Product Molecular Antigen Typing,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38331&ver=25
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36380,36380,LCD,27,01/22/2026,,N/A,MolDX: Breast Cancer Assay: Prosigna®,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36380&ver=27
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37822,37822,LCD,19,01/22/2026,,N/A,MolDX: Breast Cancer Index® (BCI) Gene Expression Test,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37822&ver=19
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37070,37070,LCD,26,01/22/2026,,N/A,MolDX: DecisionDx-UM (Uveal Melanoma),01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37070&ver=26
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37295,37295,LCD,22,01/22/2026,,N/A,MolDX: EndoPredict® Breast Cancer Gene Expression Test,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37295&ver=22
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37887,37887,LCD,25,01/22/2026,,N/A,"MolDX: Envisia™, Veracyte™, Idiopathic Pulmonary Fibrosis Diagnostic Test",01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37887&ver=25
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39686,39686,LCD,4,01/22/2026,,N/A,MolDX: Gene Expression Profile Tests for Decision-Making in Castration Resistant and Metastatic Prostate Cancers,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39686&ver=4
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L39944,39944,LCD,7,01/22/2026,,N/A,MolDX: Genetic Testing for Heritable Thoracic Aortic Disease,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39944&ver=7
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36155,36155,LCD,23,01/22/2026,,N/A,"MolDX: Genetic Testing for Hypercoagulability / Thrombophilia (Factor V Leiden, Factor II Prothrombin, and MTHFR)",01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36155&ver=23
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36551,36551,LCD,21,01/22/2026,,N/A,MolDX: HLA-DQB1*06:02 Testing for Narcolepsy,01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36551&ver=21
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37897,37897,LCD,18,01/22/2026,,N/A,"MolDX: Inivata™, InVisionFirst®, Liquid Biopsy for Patients with Lung Cancer",01/12/2026,20260112083859,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37897&ver=18
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36358,36358,LCD,39,01/22/2026,,N/A,MolDX: Biomarkers in Cardiovascular Risk Assessment,01/12/2026,20260112083858,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36358&ver=39
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33827,33827,LCD,55,01/01/2026,,N/A,Oral Antiemetic Drugs (Replacement for Intravenous Antiemetics),12/31/2025,20251231085729,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33827&ver=55
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33826,33826,LCD,22,01/01/2026,,N/A,Oral Anticancer Drugs,12/31/2025,20251231084439,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33826&ver=22
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33824,33824,LCD,56,01/01/2026,,N/A,Immunosuppressive Drugs,12/31/2025,20251231084034,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33824&ver=56
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L35172,35172,LCD,72,02/22/2026,,N/A,Botulinum Toxin Injections,12/29/2025,20251229124528,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35172&ver=72
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L35170,35170,LCD,60,02/22/2026,,N/A,Botulinum Toxin Injections,12/29/2025,20251229124410,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35170&ver=60
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L35755,35755,LCD,35,01/01/2026,,N/A,Non-Invasive Abdominal / Visceral Vascular Studies,12/22/2025,20251222154430,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=35755&ver=35
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34648,34648,LCD,31,01/01/2026,,N/A,Bisphosphonate Drug Therapy,12/22/2025,20251222152522,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34648&ver=31
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34528,34528,LCD,38,01/01/2026,,N/A,"Blepharoplasty, Blepharoptosis and Brow Lift",12/22/2025,20251222145610,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34528&ver=38
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37011,37011,LCD,24,01/01/2026,,N/A,ProMark® Risk Score,12/22/2025,20251222140502,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37011&ver=24
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L34623,34623,LCD,38,01/01/2026,,N/A,Intraoperative Neurophysiological Testing,12/22/2025,20251222133914,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34623&ver=38
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39391,39391,LCD,9,01/01/2026,,N/A,Vitamin D Assay Testing,12/22/2025,20251222110531,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39391&ver=9
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L37602,37602,LCD,18,01/01/2026,,N/A,MDS FISH,12/22/2025,20251222110445,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37602&ver=18
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L34410,34410,LCD,46,02/15/2026,,N/A,B-type Natriuretic Peptide (BNP) Testing,12/22/2025,20251222110350,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34410&ver=46
"First Coast Service Options, Inc.
(MAC - Part B)",L33907,33907,LCD,16,09/07/2021,Retired,12/18/2025,Hepatic (Liver) Function Panel,12/18/2025,20251218010640,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33907&ver=16
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39553,39553,LCD,24,12/18/2025,,N/A,Radiation Therapies,12/08/2025,20251208103020,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39553&ver=24
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38786,38786,LCD,10,12/18/2025,,N/A,Echocardiography for Myocardial Perfusion,12/08/2025,20251208102946,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38786&ver=10
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L39780,39780,LCD,5,12/18/2025,,N/A,Lower Esophageal Magnetic Sphincter Augmentation,12/08/2025,20251208102915,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39780&ver=5
"CGS Administrators, LLC
(DME MAC)

Noridian Healthcare Solutions, LLC
(DME MAC)",L33318,33318,LCD,63,01/25/2026,,N/A,Knee Orthoses,12/04/2025,20251204131327,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33318&ver=63
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L37598,37598,LCD,21,12/04/2025,,N/A,Cystatin C Measurement,11/26/2025,20251126171952,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37598&ver=21
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33943,33943,LCD,24,12/04/2025,,N/A,B-type Natriuretic Peptide (BNP) Testing,11/26/2025,20251126171506,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33943&ver=24
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L33950,33950,LCD,38,12/04/2025,,N/A,Breast Imaging Mammography/Breast Echography (Sonography)/Breast MRI/Ductography,11/26/2025,20251126171140,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=33950&ver=38
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L40224,40224,LCD,3,01/19/2026,,N/A,Automated Detection and Quantification of Brain MRIs,11/24/2025,20251124092847,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40224&ver=3
"WPS Insurance Corporation
(MAC - Part A, MAC - Part B)",L37921,37921,LCD,18,11/27/2025,,N/A,"MolDX: Inivata™, InVisionFirst®, Liquid Biopsy for Patients with Lung Cancer",11/20/2025,20251120115444,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37921&ver=18
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38201,38201,LCD,25,11/20/2025,,N/A,Percutaneous Vertebral Augmentation (PVA) for Vertebral Compression Fracture (VCF),11/14/2025,20251114114001,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38201&ver=25
"Palmetto GBA
(MAC - Part A, MAC - Part B)",L38737,38737,LCD,19,11/20/2025,,N/A,Percutaneous Vertebral Augmentation (PVA) for Vertebral Compression Fracture (VCF),11/14/2025,20251114094633,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38737&ver=19
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L34228,34228,LCD,54,11/20/2025,,N/A,Percutaneous Vertebral Augmentation (PVA) for Osteoporotic Vertebral Compression Fracture (VCF),11/13/2025,20251113173218,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=34228&ver=54
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L32553,32553,LCD,21,11/07/2024,Retired,10/25/2025,Allergy Immunotherapy,11/12/2025,20251112134321,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=32553&ver=21
"CGS Administrators, LLC
(MAC - Part A, MAC - Part B)",L38662,38662,LCD,18,10/16/2025,,N/A,Implantable Continuous Glucose Monitors (I-CGM),11/11/2025,20251111163536,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=38662&ver=18
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L40052,40052,LCD,5,10/26/2025,Retired,11/06/2025,Allergen Immunotherapy (AIT) with Subcutaneous Immunotherapy (SCIT),11/06/2025,20251106010145,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=40052&ver=5
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37549,37549,LCD,22,11/01/2019,Retired,11/06/2025,Chest X-Ray Policy,11/06/2025,20251106010145,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37549&ver=22
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36868,36868,LCD,25,10/01/2019,Retired,11/06/2025,Diagnostic and Therapeutic Colonoscopy,11/06/2025,20251106010145,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36868&ver=25
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36680,36680,LCD,26,03/04/2021,Retired,11/06/2025,Lab: Bladder/Urothelial Tumor Markers,11/06/2025,20251106010145,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36680&ver=26
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36573,36573,LCD,17,12/01/2019,Retired,11/06/2025,Total Hip Arthroplasty,11/06/2025,20251106010145,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36573&ver=17
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L37283,37283,LCD,23,10/01/2019,Retired,11/06/2025,Electrocardiograms,11/06/2025,20251106010144,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37283&ver=23
"Noridian Healthcare Solutions, LLC
(MAC - Part A, MAC - Part B)",L36094,36094,LCD,58,04/08/2021,Retired,11/06/2025,Lab: Flow Cytometry,11/06/2025,20251106010144,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36094&ver=58
